,timestamp,humidity,temperature,pressure,rainAnalog,rainDigital
0,2022-04-10T00:33:16.373Z,52.0,29.8,101109.0,4095,1
1,2022-04-10T00:33:16.373Z,53.0,29.8,101114.0,4095,1
2,2022-04-10T00:33:16.373Z,53.0,29.8,101136.0,4095,1
3,2022-04-10T00:33:16.373Z,54.0,29.8,101167.0,4095,1
4,2022-04-10T00:33:16.373Z,55.0,29.8,101167.0,4095,1
5,2022-04-10T00:33:16.373Z,57.0,29.8,101170.0,4095,1
6,2022-04-10T01:33:16.311Z,58.0,29.8,101196.0,4095,1
7,2022-04-10T01:33:16.311Z,56.0,29.8,101207.0,4095,1
8,2022-04-10T01:33:16.311Z,57.0,29.8,101222.0,4095,1
9,2022-04-10T01:33:16.311Z,58.0,29.8,101226.0,4095,1
10,2022-04-10T01:33:16.311Z,60.0,29.8,101244.0,4095,1
11,2022-04-10T01:33:16.311Z,61.0,29.8,101239.0,4095,1
12,2022-04-10T02:33:16.249Z,61.0,29.8,101242.0,4095,1
13,2022-04-10T02:33:16.249Z,60.0,29.8,101257.0,4095,1
14,2022-04-10T02:33:16.249Z,60.0,29.8,101253.0,4095,1
15,2022-04-10T02:33:16.249Z,59.0,29.8,101266.0,4095,1
16,2022-04-10T02:33:16.249Z,52.0,29.8,101266.0,4095,1
17,2022-04-10T02:33:16.249Z,50.0,29.8,101273.0,4095,1
18,2022-04-10T03:33:16.174Z,50.0,29.8,101279.0,4095,1
19,2022-04-10T03:33:16.174Z,50.0,29.8,101272.0,4095,1
20,2022-04-10T03:33:16.174Z,50.0,29.8,101249.0,4095,1
21,2022-04-10T03:33:16.174Z,50.0,29.8,101254.0,4095,1
22,2022-04-10T03:33:16.174Z,59.0,29.8,101246.0,4095,1
23,2022-04-10T03:33:16.174Z,59.0,30.2,101230.0,4095,1
24,2022-04-10T04:33:16.110Z,59.0,30.2,101227.0,4095,1
25,2022-04-10T04:33:16.110Z,59.0,30.2,101198.0,4095,1
26,2022-04-10T04:33:16.110Z,58.0,30.8,101185.0,4095,1
27,2022-04-10T04:33:16.110Z,58.0,30.8,101154.0,4095,1
28,2022-04-10T04:33:16.110Z,60.0,31.3,101138.0,4095,1
29,2022-04-10T04:33:16.110Z,62.0,31.3,101111.0,4095,1
30,2022-04-10T05:33:16.044Z,62.0,31.3,101101.0,4095,1
31,2022-04-10T05:33:16.044Z,62.0,31.3,101090.0,4095,1
32,2022-04-10T05:33:16.044Z,62.0,31.3,101067.0,4095,1
33,2022-04-10T05:33:16.044Z,61.0,31.3,101054.0,4095,1
34,2022-04-10T05:33:16.044Z,61.0,31.3,101025.0,4095,1
35,2022-04-10T05:33:16.044Z,61.0,31.3,101013.0,4095,1
36,2022-04-10T06:33:15.983Z,61.0,31.3,101004.0,4095,1
37,2022-04-10T06:33:15.983Z,61.0,31.3,100981.0,4095,1
38,2022-04-10T06:33:15.983Z,62.0,31.4,100959.0,4095,1
39,2022-04-10T06:33:15.983Z,62.0,31.8,100931.0,4095,1
