timestamp,humidity,temperature,pressure,rainAnalog,rainDigital
2022-04-06T03:03:02.621Z,54,32.95999,175884,4095,1
2022-04-06T03:13:02.642Z,56,32.95999,175884,4095,1
2022-04-06T03:23:02.610Z,57,31.95999,170611,4095,1
2022-04-06T03:43:02.883Z,54,32.95999,175884,4095,1
2022-04-06T03:53:02.901Z,53,33.95999,175884,4095,1
2022-04-06T04:03:02.903Z,53,33.95999,175884,4095,1
2022-04-06T04:33:03.900Z,56,32.95999,175884,4095,1
2022-04-06T04:43:03.918Z,53,33.95999,175884,4095,1
2022-04-06T05:03:05.446Z,49,33.95999,175884,4095,1
2022-04-06T05:33:06.880Z,51,32.95999,175884,4095,1
2022-04-06T05:43:07.291Z,49,33.95999,175884,4095,1
2022-04-06T06:23:10.660Z,50,33.95999,175884,4095,1
2022-04-06T06:33:10.677Z,50,33.95999,175884,4095,1
2022-04-06T06:43:10.687Z,54,32.95999,175884,4095,1
2022-04-06T06:53:10.667Z,55,32.95999,175884,4095,1
2022-04-06T07:03:10.660Z,55,32.95999,175884,4095,1
2022-04-06T07:23:10.705Z,55,31.95999,170611,4095,1
2022-04-06T08:20:30.830Z,59,30.95999,96517,4095,1
2022-04-06T08:30:30.825Z,60,30.95001,96538,4095,1
2022-04-06T08:40:30.810Z,60,30.95001,96552,4095,1
2022-04-06T08:50:30.810Z,63,29.95999,96565,4095,1
2022-04-06T09:00:30.990Z,64,29.95999,96575,4095,1
2022-04-06T09:20:33.545Z,66,28.9,96594,4095,1
2022-04-06T09:30:33.609Z,68,28.5,96591,4095,1
2022-04-06T09:50:35.250Z,68,28.5,95554,4095,1
