"timestamp","payload.humidity","payload.temperature","payload.pressure","payload.rainAnalog","payload.rainDigital"
"2022-04-06T11:10:46.406Z",78,24.799999,91470,4095,1
"2022-04-06T11:20:46.389Z",79,24.799999,91498,4095,1
"2022-04-06T11:30:46.372Z",78,24.5,91516,4095,1
"2022-04-06T11:40:46.356Z",78,24.5,91534,4095,1
"2022-04-06T11:50:46.340Z",77,24.5,91552,2816,1
"2022-04-06T12:00:46.323Z",77,24.5,91567,2874,1
"2022-04-06T12:20:46.288Z",77,24.5,91584,2032,0
"2022-04-06T12:30:46.272Z",78,24.5,91594,2438,0
"2022-04-06T12:40:46.252Z",78,24.5,91595,2480,0
"2022-04-06T13:10:46.198Z",77,24.1,91622,2605,0
"2022-04-06T13:20:46.182Z",78,24.1,91630,2297,0
"2022-04-06T13:30:46.166Z",78,23.799999,91638,2583,0
"2022-04-06T14:00:46.110Z",79,23.799999,91667,4095,1
"2022-04-06T14:50:46.024Z",77,23.799999,91682,4095,1
"2022-04-06T15:20:45.967Z",77,23.4,91695,4095,1
"2022-04-06T15:30:45.953Z",77,23.4,91686,4095,1
"2022-04-06T16:00:45.901Z",77,23,91659,4095,1
"2022-04-06T16:10:45.882Z",77,23,91658,4095,1
"2022-04-06T16:20:45.864Z",77,23,91643,4095,1
"2022-04-06T16:30:45.846Z",77,23,91643,4095,1
"2022-04-06T16:40:45.831Z",77,23,91639,4095,1
"2022-04-06T17:00:45.791Z",77,23,91642,4095,1
"2022-04-06T17:10:45.772Z",76,23,91638,4095,1
"2022-04-06T17:30:45.731Z",77,22.6,91623,4095,1
"2022-04-06T17:40:45.711Z",77,22.6,91605,4095,1
"2022-04-06T18:00:45.676Z",76,22.6,91590,4095,1
"2022-04-06T18:10:45.654Z",76,22.6,91564,4095,1
"2022-04-06T18:20:45.637Z",76,22.6,91559,4095,1
"2022-04-06T18:40:45.606Z",77,22.6,91542,4095,1
"2022-04-06T18:50:45.585Z",77,22.299999,91532,4095,1
"2022-04-06T19:00:45.566Z",76,22.200001,91524,4095,1
"2022-04-06T19:10:45.548Z",77,22.200001,91510,4095,1
"2022-04-06T19:20:45.529Z",77,22.200001,91503,4095,1
"2022-04-06T19:30:45.513Z",77,22.200001,91502,4095,1
"2022-04-06T19:40:45.496Z",76,22.200001,91507,4095,1
"2022-04-06T20:10:45.441Z",76,21.9,91488,4095,1
"2022-04-06T20:20:45.422Z",76,22.200001,91492,4095,1
"2022-04-06T20:30:45.404Z",75,22.200001,91496,4095,1
"2022-04-06T20:40:45.382Z",75,22.200001,91498,4095,1
"2022-04-06T20:50:45.362Z",75,22.200001,91498,4095,1
"2022-04-06T21:00:45.343Z",75,22.200001,91505,4095,1
"2022-04-06T21:10:45.326Z",76,21.799999,91497,4095,1
"2022-04-06T21:40:45.276Z",74,21.799999,91505,4095,1
"2022-04-06T22:10:45.222Z",74,21.799999,91515,4095,1
"2022-04-06T22:50:45.145Z",73,21.799999,91540,4095,1
"2022-04-06T23:00:45.125Z",73,21.799999,91570,4095,1
"2022-04-06T23:30:45.068Z",75,21.799999,91573,4095,1
"2022-04-06T23:50:45.029Z",73,22.200001,91594,4095,1
