"timestamp","payload.humidity","payload.temperature","payload.pressure","payload.rainAnalog","payload.rainDigital"
"2022-04-07T09:31:48.943Z",68,28,91391,4095,1
"2022-04-07T09:41:48.925Z",71,27.6,91406,4095,1
"2022-04-07T10:09:38.429Z",77,25.299999,91399,1654,0
"2022-04-07T10:19:38.371Z",77,25.299999,91408,2614,0
"2022-04-07T10:39:38.342Z",77,24.799999,91440,1878,0
"2022-04-07T10:49:38.408Z",78,24.799999,91456,2111,0
"2022-04-07T10:59:38.389Z",77,24.5,91463,2030,0
"2022-04-07T11:19:38.702Z",79,24.799999,91482,2126,0
"2022-04-07T11:50:24.023Z",79,24.5,91507,1914,0
"2022-04-07T12:00:24.004Z",79,24.5,91530,2146,0
"2022-04-07T12:19:34.167Z",79,24.5,91536,1550,0
"2022-04-07T12:29:34.154Z",79,24.5,91559,1623,0
"2022-04-07T12:49:34.114Z",78,24.799999,91578,1710,0
"2022-04-07T12:59:34.106Z",78,24.799999,91581,1664,0
"2022-04-07T13:09:34.341Z",78,24.5,91578,1687,0
"2022-04-07T13:59:34.234Z",78,24.1,91619,4095,1
"2022-04-07T14:09:34.216Z",79,24.1,91625,4095,1
"2022-04-07T14:19:34.185Z",79,24.5,91630,4095,1
"2022-04-07T14:39:34.151Z",79,24.5,91634,4095,1
"2022-04-07T14:49:34.132Z",79,24.5,91632,4095,1
"2022-04-07T14:59:34.118Z",78,24.1,91640,4095,1
"2022-04-07T15:09:34.105Z",78,24.1,91632,4095,1
"2022-04-07T15:29:34.065Z",77,23.799999,91639,4095,1
"2022-04-07T15:39:37.504Z",78,23.799999,91635,4095,1
"2022-04-07T15:49:37.445Z",78,23.799999,91630,4095,1
"2022-04-07T15:59:37.429Z",77,23.799999,91629,4095,1
"2022-04-07T16:09:37.417Z",77,23.799999,91634,4095,1
"2022-04-07T16:29:37.381Z",76,23.4,91622,4095,1
"2022-04-07T16:39:37.367Z",77,23.4,91620,4095,1
"2022-04-07T16:59:37.334Z",77,23.4,91609,4095,1
"2022-04-07T17:09:37.316Z",77,23.4,91605,4095,1
"2022-04-07T17:19:37.292Z",76,23,91594,4095,1
"2022-04-07T17:29:37.274Z",76,23,91588,4095,1
"2022-04-07T17:39:37.260Z",77,23,91582,4095,1
"2022-04-07T17:49:37.238Z",77,23,91558,4095,1
"2022-04-07T17:59:37.232Z",77,22.6,91543,4095,1
"2022-04-07T18:09:37.199Z",77,22.6,91540,4095,1
"2022-04-07T18:19:37.201Z",77,22.6,91529,4095,1
"2022-04-07T18:29:37.182Z",76,23,91515,4095,1
"2022-04-07T18:49:37.151Z",75,23,91493,4095,1
"2022-04-07T18:59:37.135Z",75,22.6,91491,4095,1
"2022-04-07T19:29:37.115Z",74,22.6,91476,4095,1
"2022-04-07T19:49:37.072Z",74,22.6,91478,4095,1
"2022-04-07T19:59:37.058Z",73,22.6,91481,4095,1
"2022-04-07T20:09:38.049Z",73,22.6,91479,4095,1
"2022-04-07T20:29:38.001Z",73,22.6,91470,4095,1
"2022-04-07T20:59:37.950Z",73,22.6,91490,4095,1
"2022-04-07T21:19:37.913Z",73,22.6,91471,4095,1
"2022-04-07T21:29:37.894Z",73,22.6,91478,4095,1
"2022-04-07T21:39:37.876Z",73,22.6,91480,4095,1
"2022-04-07T21:59:37.843Z",73,22.6,91484,4095,1
"2022-04-07T22:29:37.795Z",73,22.200001,91488,4095,1
"2022-04-07T22:59:37.780Z",73,22.200001,91518,4095,1
"2022-04-07T23:09:37.760Z",73,22.200001,91529,4095,1
"2022-04-07T23:29:37.728Z",73,22.6,91552,4095,1
"2022-04-07T23:39:37.739Z",73,22.6,91577,4095,1
"2022-04-07T23:49:37.981Z",73,22.6,91595,4095,1
