timestamp,humidity,temperature,pressure,rainAnalog,rainDigital
2022-04-16T00:03:29.439Z,66,25.299999,95842,4095,1
2022-04-16T00:08:29.427Z,65,25.799999,95847,4095,1
2022-04-16T00:13:29.473Z,63,26.200001,95846,4095,1
2022-04-16T00:18:29.501Z,62,26.700001,95846,4095,1
2022-04-16T00:27:22.469Z,61,26.700001,95836,4095,1
2022-04-16T00:32:22.498Z,57,28.5,95836,4095,1
2022-04-16T00:37:22.515Z,56,28,95847,4095,1
2022-04-16T00:42:22.447Z,54,29.299999,95852,4095,1
2022-04-16T00:47:22.392Z,55,28.9,95862,4095,1
2022-04-16T00:52:22.396Z,50,30.799999,95860,4095,1
2022-04-16T00:57:22.397Z,53,29.799999,95854,4095,1
2022-04-16T01:02:22.407Z,50,31.299999,95861,4095,1
2022-04-16T01:07:22.394Z,50,31.299999,95857,4095,1
2022-04-16T01:12:22.401Z,52,30.200001,95858,4095,1
2022-04-16T01:17:22.396Z,52,30.799999,95874,4095,1
2022-04-16T01:22:22.366Z,50,31.799999,95862,4095,1
2022-04-16T01:27:22.383Z,48,32.299999,95860,4095,1
2022-04-16T01:32:22.375Z,47,31.799999,95864,4095,1
2022-04-16T01:37:22.378Z,47,32.799999,95876,4095,1
2022-04-16T01:42:22.375Z,44,34.200001,95881,4095,1
2022-04-16T01:47:22.363Z,49,32.299999,95881,4095,1
2022-04-16T01:52:22.362Z,46,33.299999,95886,4095,1
2022-04-16T01:57:22.455Z,44,34.200001,95891,4095,1
2022-04-16T02:02:22.486Z,40,35.599998,95887,4095,1
2022-04-16T02:07:22.402Z,47,32.799999,95883,4095,1
2022-04-16T02:12:22.408Z,49,31.299999,95897,4095,1
2022-04-16T02:17:22.364Z,50,31.799999,95901,4095,1
2022-04-16T02:22:22.379Z,47,32.299999,95869,4095,1
2022-04-16T02:27:22.398Z,48,32.299999,95845,4095,1
2022-04-16T02:32:22.340Z,50,31.799999,95821,4095,1
2022-04-16T02:37:22.379Z,50,31.299999,95816,4095,1
2022-04-16T02:42:22.376Z,49,31.799999,95830,4095,1
2022-04-16T02:47:22.395Z,50,31.299999,95858,4095,1
2022-04-16T02:52:22.338Z,51,30.799999,95854,4095,1
2022-04-16T02:57:22.370Z,51,31.299999,95879,4095,1
2022-04-16T03:02:22.331Z,51,30.799999,95877,4095,1
2022-04-16T03:07:22.390Z,53,30.799999,95860,4095,1
2022-04-16T03:12:22.328Z,52,31.299999,95864,4095,1
2022-04-16T03:17:22.412Z,52,30.799999,95859,4095,1
2022-04-16T03:22:22.337Z,51,31.299999,95847,4095,1
2022-04-16T03:27:22.367Z,51,31.299999,95823,4095,1
2022-04-16T03:32:22.360Z,51,31.299999,95827,4095,1
2022-04-16T03:37:22.329Z,51,31.799999,95818,4095,1
2022-04-16T03:42:22.320Z,51,31.799999,95806,4095,1
2022-04-16T03:47:22.316Z,51,31.799999,95784,4095,1
2022-04-16T03:52:22.338Z,52,31.299999,95752,4095,1
2022-04-16T03:57:22.646Z,51,31.799999,95735,4095,1
2022-04-16T04:02:22.291Z,51,32.299999,95737,4095,1
2022-04-16T04:07:22.348Z,49,32.799999,95719,4095,1
2022-04-16T04:12:22.351Z,46,33.799999,95730,4095,1
2022-04-16T04:17:22.273Z,50,32.299999,95690,4095,1
2022-04-16T04:22:22.303Z,49,32.799999,95684,4095,1
2022-04-16T04:27:22.272Z,45,33.799999,95672,4095,1
2022-04-16T04:32:22.248Z,50,32.799999,95656,4095,1
2022-04-16T04:37:22.236Z,51,32.299999,95688,4095,1
2022-04-16T04:42:22.255Z,52,31.799999,95704,4095,1
2022-04-16T04:47:22.247Z,52,31.4,95664,4095,1
2022-04-16T04:52:22.270Z,51,32.299999,95629,4095,1
2022-04-16T04:57:22.252Z,52,31.799999,95614,4095,1
