,timestamp,humidity,temperature,pressure,rainAnalog,rainDigital
0,2022-04-06T00:33:23.760Z,68.0,28.9,101271.0,4095,1
1,2022-04-06T00:33:23.760Z,69.0,28.9,101265.0,4095,1
2,2022-04-06T00:33:23.760Z,70.0,28.9,101272.0,4095,1
3,2022-04-06T00:33:23.760Z,69.0,28.9,101291.0,4095,1
4,2022-04-06T00:33:23.760Z,69.0,28.9,101288.0,4095,1
5,2022-04-06T00:33:23.760Z,69.0,28.9,101302.0,4095,1
6,2022-04-06T01:33:23.690Z,70.0,28.9,101307.0,4095,1
7,2022-04-06T01:33:23.690Z,69.0,28.9,101303.0,4095,1
8,2022-04-06T01:33:23.690Z,69.0,28.9,101322.0,4095,1
9,2022-04-06T01:33:23.690Z,69.0,28.9,101322.0,4095,1
10,2022-04-06T01:33:23.690Z,68.0,28.9,101324.0,4095,1
11,2022-04-06T01:33:23.690Z,68.0,28.9,101330.0,4095,1
12,2022-04-06T02:33:23.625Z,68.0,28.9,101360.0,4095,1
13,2022-04-06T02:33:23.625Z,68.0,28.9,101349.0,4095,1
14,2022-04-06T02:33:23.625Z,67.0,28.9,101342.0,4095,1
15,2022-04-06T02:33:23.625Z,67.0,29.0,101350.0,4095,1
16,2022-04-06T02:33:23.625Z,65.0,29.1,101331.0,4095,1
17,2022-04-06T02:33:23.625Z,65.0,29.3,101327.0,4095,1
18,2022-04-06T03:33:23.575Z,65.0,29.3,101332.0,4095,1
19,2022-04-06T03:33:23.575Z,64.0,29.3,101328.0,4095,1
20,2022-04-06T03:33:23.575Z,65.0,29.3,101321.0,4095,1
21,2022-04-06T03:33:23.575Z,68.0,29.3,101303.0,4095,1
22,2022-04-06T03:33:23.575Z,68.0,29.3,101295.0,4095,1
23,2022-04-06T03:33:23.575Z,67.0,29.3,101286.0,4095,1
24,2022-04-06T04:33:23.488Z,65.0,29.3,101274.0,4095,1
25,2022-04-06T04:33:23.488Z,64.0,29.3,101249.0,4095,1
26,2022-04-06T04:33:23.488Z,63.0,29.6,101221.0,4095,1
27,2022-04-06T04:33:23.488Z,56.0,29.3,101209.0,4095,1
28,2022-04-06T04:33:23.488Z,53.0,29.3,101198.0,4095,1
29,2022-04-06T04:33:23.488Z,53.0,29.3,101185.0,4095,1
30,2022-04-06T05:33:23.422Z,53.0,29.3,101179.0,4095,1
31,2022-04-06T05:33:23.422Z,55.0,29.3,101175.0,4095,1
32,2022-04-06T05:33:23.422Z,56.0,29.8,101148.0,4095,1
33,2022-04-06T05:33:23.422Z,56.0,29.8,101123.0,4095,1
34,2022-04-06T05:33:23.422Z,56.0,29.8,101095.0,4095,1
35,2022-04-06T05:33:23.422Z,58.0,29.8,101077.0,4095,1
36,2022-04-06T06:33:23.355Z,59.0,29.8,101054.0,4095,1
37,2022-04-06T06:33:23.355Z,58.0,29.8,101035.0,4095,1
38,2022-04-06T06:33:23.355Z,59.0,29.8,101019.0,4095,1
39,2022-04-06T06:33:23.355Z,59.0,30.0,101002.0,4095,1
40,2022-04-06T06:33:23.355Z,55.0,29.8,100988.0,4095,1
41,2022-04-06T06:33:23.355Z,52.0,29.8,100982.0,4095,1
42,2022-04-06T07:33:23.288Z,52.0,29.8,100965.0,4095,1
43,2022-04-06T07:33:23.288Z,55.0,29.8,100952.0,4095,1
44,2022-04-06T07:33:23.288Z,55.0,29.8,100940.0,4095,1
45,2022-04-06T07:33:23.288Z,57.0,30.2,100945.0,4095,1
46,2022-04-06T07:33:23.288Z,62.0,30.2,100930.0,4095,1
