timestamp,humidity,temperature,pressure,rainAnalog,rainDigital
2022-04-19T00:02:06.046Z,65,36.900002,95857,4095,1
2022-04-19T00:12:05.997Z,60,33.799999,95862,4095,1
2022-04-19T00:22:06.011Z,60,31.799999,95863,4095,1
2022-04-19T00:32:05.995Z,61,31.299999,95867,4095,1
2022-04-19T00:42:06.332Z,60,31.299999,95857,4095,1
2022-04-19T00:52:05.973Z,63,30.200001,95854,4095,1
2022-04-19T01:02:05.950Z,63,30.200001,95853,4095,1
2022-04-19T01:12:06.009Z,60,30.200001,95850,4095,1
2022-04-19T01:22:05.991Z,57,31.299999,95851,4095,1
2022-04-19T01:32:06.071Z,48,32.299999,95852,4095,1
2022-04-19T01:42:06.053Z,50,31.799999,95847,4095,1
2022-04-19T01:52:06.073Z,48,32.299999,95846,4095,1
2022-04-19T02:02:06.046Z,40,36.900002,95846,4095,1
2022-04-19T02:12:05.997Z,46,33.799999,95854,4095,1
2022-04-19T02:22:06.011Z,50,31.799999,95850,4095,1
2022-04-19T02:32:05.995Z,51,31.299999,95845,4095,1
2022-04-19T02:42:06.332Z,52,31.299999,95842,4095,1
2022-04-19T02:52:05.973Z,54,30.200001,95837,4095,1
2022-04-19T03:02:05.950Z,53,30.200001,95832,4095,1
2022-04-19T03:12:06.009Z,54,30.200001,95827,4095,1
2022-04-19T03:22:05.991Z,53,31.299999,95816,4095,1
2022-04-19T03:32:05.928Z,53,31.299999,95813,4095,1
2022-04-19T03:42:05.993Z,53,30.799999,95807,4095,1
2022-04-19T03:52:06.521Z,54,30.799999,95787,4095,1
2022-04-19T04:02:06.016Z,53,31.299999,95793,4095,1
2022-04-19T04:12:05.975Z,54,30.799999,95786,4095,1
2022-04-19T04:22:05.963Z,56,30.200001,95777,4095,1
2022-04-19T04:32:05.937Z,55,30.799999,95765,4095,1
2022-04-19T04:42:05.953Z,54,30.799999,95767,4095,1
2022-04-19T04:52:05.864Z,55,30.799999,95760,4095,1
2022-04-19T05:02:05.927Z,60,30.299999,95763,4095,1
2022-04-19T05:09:18.203Z,62,28.5,95767,4095,1
2022-04-19T05:14:18.123Z,63,28.9,95767,4095,1
