timestamp,humidity,temperature,pressure,rainAnalog,rainDigital
2022-04-07T01:35:49.134Z,52,32.95999,96593,4095,1
2022-04-07T01:45:49.141Z,52,32.95999,96567,4095,1
2022-04-07T02:05:49.139Z,55,31.95999,96615,4095,1
2022-04-07T02:15:49.119Z,51,33.95001,96544,4095,1
2022-04-07T02:25:49.106Z,60,30.95001,96488,4095,1
2022-04-07T02:35:49.097Z,62,29.95999,96488,4095,1
2022-04-07T02:45:49.084Z,62,29.95999,96497,4095,1
2022-04-07T02:55:49.087Z,60,30.95001,96509,4095,1
2022-04-07T03:15:49.116Z,55,31.95999,96620,4095,1
2022-04-07T03:45:49.319Z,53,32.95999,96561,4095,1
2022-04-07T04:25:51.308Z,51,32.95999,96532,4095,1
2022-04-07T04:35:51.398Z,52,32.95999,96522,4095,1
2022-04-07T04:45:51.351Z,51,32.95999,96545,4095,1
2022-04-07T05:15:51.844Z,49,32.95999,96506,4095,1
2022-04-07T05:45:53.252Z,51,32.95999,96447,4095,1
2022-04-07T06:05:55.286Z,50,32.95999,96427,4095,1
2022-04-07T06:15:55.279Z,50,32.95999,96406,4095,1
2022-04-07T06:25:55.213Z,51,31.95999,96396,4095,1
2022-04-07T06:45:55.379Z,50,32.95999,96356,4095,1
2022-04-07T07:55:58.841Z,53,31.95999,96319,4095,1
2022-04-07T08:05:58.748Z,54,31.95999,96347,4095,1
2022-04-07T08:15:58.755Z,51,31.95999,96340,4095,1
2022-04-07T08:45:59.324Z,55,30.95001,96358,4095,1
2022-04-07T08:55:59.316Z,53,30.95001,96351,4095,1
2022-04-07T09:05:59.245Z,55,29.95999,96356,4095,1
2022-04-07T09:36:00.210Z,56,28.9,96335,4095,1
2022-04-07T09:46:00.218Z,57,28.9,96363,4095,1
2022-04-07T09:56:00.193Z,55,28.5,96351,4095,1
2022-04-07T10:06:00.446Z,54,28.5,96348,4095,1
2022-04-07T11:06:03.716Z,68,27.1,96281,4095,1
2022-04-07T15:26:23.363Z,74,24.95999,96303,4095,1
2022-04-07T15:46:23.528Z,75,24.95999,96304,4095,1
2022-04-07T16:06:23.660Z,75,24.95999,96303,4095,1
2022-04-07T17:22:12.784Z,74,25.95999,96259,4095,1
