timestamp,humidity,temperature,pressure,rainAnalog,rainDigital
2022-04-13T00:04:24.618Z,67,23.4,95063,4095,1
2022-04-13T00:09:24.591Z,64,23.95001,95920,4095,1
2022-04-13T00:14:24.585Z,63,24.1,95358,4095,1
2022-04-13T00:19:24.600Z,62,24.1,95205,4095,1
2022-04-13T00:24:24.581Z,61,24.5,95209,4095,1
2022-04-13T00:29:24.670Z,61,25.95999,112309,4095,1
2022-04-13T00:34:24.598Z,59,26.95001,106836,4095,1
2022-04-13T00:39:24.578Z,54,27.6,95541,4095,1
2022-04-13T00:44:24.599Z,54,27.6,95065,4095,1
2022-04-13T00:49:24.582Z,57,27.1,95068,4095,1
2022-04-13T00:54:24.608Z,58,26.95001,95050,4095,1
2022-04-13T00:59:24.632Z,55,27.6,95030,4095,1
2022-04-13T01:04:24.586Z,57,27.1,95191,4095,1
2022-04-13T01:09:24.536Z,56,27.1,110717,4095,1
2022-04-13T01:14:24.585Z,53,28,95465,4095,1
2022-04-13T01:19:24.524Z,53,28.5,95260,4095,1
2022-04-13T01:24:24.595Z,52,28.5,99417,4095,1
2022-04-13T01:29:24.623Z,51,28.9,93071,4095,1
2022-04-13T01:34:24.433Z,50,28.9,95052,4095,1
2022-04-13T01:40:38.879Z,51,28.9,95742,4095,1
2022-04-13T01:45:38.742Z,53,28.5,98871,4095,1
2022-04-13T01:50:38.747Z,53,28.5,96880,4095,1
2022-04-13T01:55:38.746Z,52,28.9,94562,4095,1
2022-04-13T02:00:38.755Z,52,29.95999,95861,4095,1
2022-04-13T02:05:38.737Z,51,29.799999,95010,4095,1
2022-04-13T02:10:39.157Z,48,30.95001,95812,4095,1
2022-04-13T02:15:38.735Z,50,29.799999,95345,4095,1
2022-04-13T02:20:38.750Z,48,30.799999,95973,4095,1
2022-04-13T02:25:38.742Z,47,31.799999,95745,4095,1
2022-04-13T02:30:38.805Z,47,31.799999,95934,4095,1
2022-04-13T02:35:38.733Z,46,31.799999,95628,4095,1
2022-04-13T02:40:38.733Z,48,30.799999,95801,4095,1
2022-04-13T02:45:38.709Z,46,31.799999,95935,4095,1
2022-04-13T02:50:38.732Z,47,31.95999,95367,4095,1
2022-04-13T02:55:38.684Z,47,31.95999,95185,4095,1
2022-04-13T03:00:38.710Z,45,32.95999,95582,4095,1
