timestamp,humidity,temperature,pressure,rainAnalog,rainDigital
2022-03-25T08:00:01.384Z,78,27.1,96447,4095,1
2022-03-25T08:00:51.447Z,79,27.1,96436,4095,1
2022-03-25T08:01:51.455Z,80,27.1,96443,3655,0
2022-03-25T08:02:51.447Z,80,27.1,96439,2841,0
2022-03-25T08:02:56.479Z,80,27.1,96438,2835,0
2022-03-25T08:03:01.457Z,80,27.1,96431,2731,0
2022-03-25T08:03:06.504Z,80,27.1,96432,2768,0
2022-03-25T08:04:06.424Z,80,27.6,96432,2648,0
2022-03-25T08:05:06.449Z,80,27.6,96436,2538,0
2022-03-25T08:06:06.448Z,80,27.6,96432,2362,0
2022-03-25T08:46:46.779Z,75,28,96448,3849,0
2022-03-25T08:46:51.762Z,74,28,96450,3567,0
2022-03-26T06:24:31.348Z,67,28.9,96449,4095,1
2022-03-26T06:25:31.653Z,68,28.9,96439,4095,1
2022-03-26T06:26:01.340Z,67,28.9,96455,4095,1
2022-03-26T06:27:44.858Z,67,28.9,96451,4095,1
2022-03-26T06:28:44.811Z,68,28.9,96457,4095,1
2022-03-26T06:30:25.698Z,70,28.9,96455,3068,0
2022-03-26T06:31:25.698Z,72,28.5,96459,2736,0
2022-03-26T06:32:30.755Z,75,27.6,96459,2323,0
2022-03-27T01:17:37.945Z,77,26.700001,96804,4095,1
2022-03-27T01:18:37.897Z,77,26.700001,96807,4095,1
2022-03-27T01:19:12.938Z,77,26.700001,96791,4095,1
2022-03-28T12:36:31.777Z,73,26.700001,96705,2873,0
2022-03-28T12:37:01.777Z,74,26.200001,96715,2457,0
2022-03-29T01:44:53.004Z,61,32.400002,96513,4095,1
2022-03-29T01:44:57.973Z,60,32.799999,96515,4095,1
2022-03-29T01:45:03.012Z,57,33.299999,96516,4095,1
2022-03-29T06:12:33.380Z,71,27.6,96409,4095,1
2022-03-29T06:13:33.332Z,71,27.6,96407,4095,1
2022-03-29T06:13:38.330Z,71,27.6,96401,4095,1
2022-03-31T06:09:38.802Z,71,27.1,96515,4095,1
2022-03-31T06:10:03.818Z,71,27.6,96510,4095,1
2022-03-31T06:12:00.579Z,73,25.799999,96501,2736,0
2022-03-31T06:12:50.578Z,75,25.799999,96494,3677,0
2022-04-01T02:26:32.702Z,73,26.200001,96764,4095,1
2022-04-01T02:26:57.636Z,73,26.700001,96770,4095,1
2022-04-01T07:41:16.481Z,79,25.299999,94542,415,0
2022-04-01T07:42:16.734Z,79,25.200001,94542,416,0
2022-04-01T07:42:21.682Z,79,24.9,94542,432,0
2022-04-02T00:47:14.661Z,77,25.299999,95011,4095,1
2022-04-02T00:48:14.589Z,77,25.299999,95542,4095,1
2022-04-02T00:49:14.589Z,77,25.799999,95542,4095,1
2022-04-03T01:50:53.297Z,63,28.9,95542,4095,1
2022-04-03T01:51:03.334Z,63,28.9,95542,4095,1
2022-04-03T01:51:43.326Z,62,28.9,95542,4095,1
2022-04-03T07:58:36.436Z,66,29.799999,95484,4095,1
2022-04-03T07:59:01.397Z,67,29.799999,95542,4095,1
