timestamp,payload.humidity,payload.temperature,payload.pressure,payload.rainAnalog,payload.rainDigital
2022-04-11T00:08:26.570Z,81,24.799999,91572,4095,1
2022-04-11T00:18:26.554Z,81,23.799999,91575,4095,1
2022-04-11T00:28:26.549Z,79,24.1,91569,4095,1
2022-04-11T00:38:26.524Z,78,24.5,91568,4095,1
2022-04-11T00:48:26.515Z,77,24.5,91586,4095,1
2022-04-11T01:08:26.465Z,77,24.799999,91586,4095,1
2022-04-11T01:18:26.447Z,77,24.799999,91582,4095,1
2022-04-11T01:28:26.425Z,76,25.299999,91593,4095,1
2022-04-11T01:38:26.410Z,76,25.799999,91597,4095,1
2022-04-11T01:48:26.386Z,74,25.799999,91590,4095,1
2022-04-11T01:58:26.368Z,73,25.799999,91581,4095,1
2022-04-11T02:08:26.355Z,73,26.200001,91585,4095,1
2022-04-11T02:18:26.338Z,73,26.700001,91579,4095,1
2022-04-11T02:28:26.318Z,72,26.200001,91583,4095,1
2022-04-11T02:38:26.307Z,70,26.700001,91579,4095,1
2022-04-11T05:58:25.952Z,81,24.799999,91329,4095,1
2022-04-11T06:08:25.933Z,81,25.299999,91313,4037,1
2022-04-11T06:18:25.913Z,81,25.799999,91287,4095,1
2022-04-11T06:28:25.896Z,81,26.200001,91270,4095,1
2022-04-11T06:38:25.887Z,80,26.200001,91268,4095,1
2022-04-11T06:48:25.863Z,79,26.200001,91248,4095,1
2022-04-11T06:58:25.845Z,80,26.700001,91250,4095,1
2022-04-11T07:08:25.827Z,77,27.6,91223,4095,1
2022-04-11T07:18:25.808Z,77,27.6,91205,4095,1
2022-04-11T07:38:25.775Z,72,28.9,91170,4095,1
2022-04-11T07:48:25.787Z,72,28.9,91200,4095,1
2022-04-11T07:58:25.738Z,71,28.5,91207,4095,1
2022-04-11T08:08:25.724Z,71,27.6,91210,4095,1
2022-04-11T08:18:25.708Z,71,27.6,91209,4095,1
2022-04-11T08:38:25.674Z,80,24.799999,91279,2861,0
2022-04-11T09:29:16.399Z,81,24.5,91260,3152,0
2022-04-11T09:39:13.739Z,81,24.5,91285,3356,0
2022-04-11T09:49:13.725Z,81,24.5,91314,3651,0
2022-04-11T09:59:13.704Z,81,24.5,91317,4095,0
2022-04-11T10:09:13.685Z,81,24.5,91333,3593,0
2022-04-11T10:19:13.667Z,80,24.5,91320,3630,0
2022-04-11T10:39:13.633Z,81,24.5,91341,4095,0
2022-04-11T11:48:15.406Z,81,24.1,91444,4095,0
2022-04-11T11:58:15.380Z,81,24.1,91453,4095,0
2022-04-11T12:08:15.361Z,81,24.4,91455,3541,0
2022-04-11T12:18:15.338Z,81,24.1,91462,1701,0
2022-04-11T12:28:15.321Z,81,24.1,91500,2131,0
2022-04-11T12:38:15.299Z,82,23.799999,91503,1490,0
2022-04-11T12:48:16.694Z,83,23.799999,91515,1547,0
2022-04-11T12:58:15.266Z,82,24.1,91530,1579,0
2022-04-11T13:08:15.254Z,82,24.1,91535,1101,0
2022-04-11T13:18:15.230Z,82,24.1,91540,1038,0
2022-04-11T13:28:15.223Z,81,24.1,91556,1165,0
2022-04-11T13:38:15.214Z,82,24.1,91575,1199,0
2022-04-11T13:48:15.198Z,82,24.1,91570,1043,0
2022-04-11T13:58:15.167Z,83,24.1,91581,1014,0
2022-04-11T14:08:15.147Z,83,24.1,91576,1372,0
2022-04-11T14:18:15.125Z,83,24.1,91582,1313,0
2022-04-11T14:28:15.110Z,82,23.799999,91572,1280,0
2022-04-11T14:38:15.090Z,84,23.799999,91568,1307,0
2022-04-11T14:48:15.073Z,84,23.799999,91565,4095,0
2022-04-11T14:58:15.069Z,83,23.799999,91562,3696,0
2022-04-11T15:08:15.036Z,84,23.799999,91567,2730,0
