"timestamp","payload.humidity","payload.temperature","payload.pressure","payload.rainAnalog","payload.rainDigital"
"2022-04-09T00:08:31.762Z",74,23,91514,4095,1
"2022-04-09T00:18:31.720Z",73,23.4,91521,4095,1
"2022-04-09T00:28:31.700Z",72,23.4,91526,4095,1
"2022-04-09T00:38:31.680Z",72,23.799999,91535,4095,1
"2022-04-09T00:48:31.662Z",71,23.799999,91546,4095,1
"2022-04-09T00:58:31.659Z",70,24.1,91562,4095,1
"2022-04-09T01:08:31.627Z",70,24.1,91567,4095,1
"2022-04-09T01:18:31.610Z",69,24.5,91580,4095,1
"2022-04-09T01:28:31.592Z",69,24.799999,91595,4095,1
"2022-04-09T01:38:31.590Z",69,24.799999,91588,4095,1
"2022-04-09T01:48:31.697Z",68,24.799999,91610,4095,1
"2022-04-09T01:58:31.536Z",68,25.299999,91613,4095,1
"2022-04-09T02:08:31.517Z",66,25.799999,91605,4095,1
"2022-04-09T02:18:31.498Z",64,26.200001,91596,4095,1
"2022-04-09T02:28:31.480Z",62,26.700001,91591,4095,1
"2022-04-09T02:48:31.447Z",61,27.1,91580,4095,1
"2022-04-09T02:58:31.430Z",60,27.6,91583,4095,1
"2022-04-09T03:08:31.415Z",59,27.6,91585,4095,1
"2022-04-09T03:18:31.395Z",56,28,91572,4095,1
"2022-04-09T03:28:31.380Z",56,28.5,91543,4095,1
"2022-04-09T03:38:31.361Z",56,28.9,91536,4095,1
"2022-04-09T03:48:31.342Z",54,28.5,91509,4095,1
"2022-04-09T03:58:31.326Z",54,28.5,91501,4095,1
"2022-04-09T04:08:31.305Z",53,29.4,91490,4095,1
"2022-04-09T04:18:31.287Z",53,29.799999,91482,4095,1
"2022-04-09T04:28:31.269Z",54,29.299999,91474,4095,1
"2022-04-09T04:38:31.251Z",56,28.5,91461,4095,1
"2022-04-09T04:48:31.234Z",56,28.5,91452,4095,1
"2022-04-09T04:58:31.217Z",57,28,91430,4095,1
"2022-04-09T05:08:31.200Z",63,28,91407,4095,1
"2022-04-09T05:18:31.183Z",63,28,91407,4095,1
"2022-04-09T05:28:31.167Z",65,28,91399,4095,1
"2022-04-09T05:38:31.149Z",69,27.1,91382,2447,0
"2022-04-09T05:48:31.130Z",73,26.700001,91362,2079,0
"2022-04-09T05:58:31.113Z",73,27.1,91376,4095,1
"2022-04-09T06:08:31.097Z",73,26.700001,91401,4095,1
"2022-04-09T06:18:31.084Z",77,26.200001,91398,4095,1
"2022-04-09T06:28:31.066Z",76,25.799999,91371,2229,0
"2022-04-09T06:38:31.047Z",77,25.299999,91350,2047,0
"2022-04-09T06:48:31.028Z",78,24.799999,91368,1931,0
"2022-04-09T06:58:31.009Z",77,24.799999,91325,1952,0
"2022-04-09T07:08:30.992Z",78,24.799999,91286,1884,0
"2022-04-09T07:18:30.973Z",78,25.299999,91285,1999,0
"2022-04-09T07:28:30.956Z",77,25.799999,91277,1879,0
"2022-04-09T07:38:30.939Z",78,25.799999,91274,1825,0
"2022-04-09T07:48:30.920Z",78,25.799999,91254,1725,0
"2022-04-09T07:58:30.900Z",78,26.200001,91243,1840,0
"2022-04-09T08:08:30.884Z",79,26.299999,91256,1804,0
"2022-04-09T08:18:30.870Z",77,26.700001,91277,1806,0
"2022-04-09T08:28:30.847Z",77,26.700001,91272,1859,0
"2022-04-09T08:38:30.850Z",76,26.200001,91280,1783,0
"2022-04-09T08:48:30.812Z",73,26.700001,91253,1777,0
"2022-04-09T08:58:30.796Z",73,27.1,91268,1859,0
